label_id,label_name,category,rank_key,model,split,trade_count,scan_count,avg_return_2h,top2_avg_return_2h,top5_avg_return_2h,win_rate,precision_top3,recall_top3_proxy,sharpe,sortino,mdd,coverage_pct,return_per_trade,return_per_scan,rank_ndcg5,rank_map,rank_p1,rank_p2,rank_p5,rank_r5,rank_mrr,rank_hit_top3,split_type,fold_id
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,272,55,-1.9875,-5.1857,-1.9875,16.54,25.0,16.54,-4.0333,-5.9776,-546.8798,100.0,-1.9875,-9.8289,0.3305,1.0,0.2909,0.2909,0.2473,0.4182,0.5,0.8182,monthly,2026-06
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,35,7,-2.8463,-5.652,-2.8463,17.14,14.29,17.14,-2.5828,-3.4764,-103.8766,100.0,-2.8463,-14.2314,0.1797,1.0,0.1429,0.0714,0.1429,0.2381,0.3145,0.7143,weekly,2026-06-11
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,60,12,-2.7491,-6.5455,-2.7491,16.67,20.0,16.67,-2.0485,-3.2735,-185.8248,100.0,-2.7491,-13.7456,0.309,1.0,0.1667,0.1667,0.2,0.3333,0.4059,0.75,weekly,2026-06-12
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,57,12,-1.6729,-3.3433,-1.6729,12.28,29.82,12.28,-2.8676,-3.9476,-117.2894,100.0,-1.6729,-7.9463,0.3292,1.0,0.25,0.2917,0.2833,0.5,0.4993,0.9167,weekly,2026-06-13
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,60,12,-1.3255,-3.9762,-1.3255,18.33,26.67,18.33,-1.3748,-1.9522,-98.9328,100.0,-1.3255,-6.6274,0.3448,1.0,0.4167,0.375,0.2667,0.4444,0.5884,0.8333,weekly,2026-06-14
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,,60,12,-1.6856,-6.6058,-1.6856,18.33,30.0,18.33,-1.3709,-2.0883,-138.497,100.0,-1.6856,-8.4281,0.4267,1.0,0.4167,0.4583,0.3,0.5,0.6146,0.8333,weekly,2026-06-15
max_drawdown_2h,Max drawdown (less negative better),mae,,catboost_ranker,walk_forward,272,55,-1.9875,-5.1857,-1.9875,16.54,52.57,16.54,-4.0333,-5.9776,-546.8798,100.0,-1.9875,-9.8289,0.7675,0.351,0.8545,0.7818,0.52,0.8727,0.9242,1.0,,
hit_3pct,Hit 3% at 2h close,binary,hit_3pct,catboost_ranker,blind,272,55,4.8109,7.2017,4.8109,51.84,45.59,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.6687,1.0,0.7818,0.6818,0.4509,0.7576,0.8733,1.0,blind_holdout,
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,272,55,4.8109,7.2017,4.8109,51.84,45.59,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.6687,1.0,0.7818,0.6818,0.4509,0.7576,0.8733,1.0,monthly,2026-06
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,35,7,6.7452,7.8145,6.7452,71.43,37.14,71.43,5.3271,17.3018,-13.2878,100.0,6.7452,33.7259,0.4617,1.0,0.8571,0.5,0.3714,0.619,0.8857,1.0,weekly,2026-06-11
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,60,12,6.7923,9.5307,6.7923,65.0,41.67,65.0,5.7454,34.5323,-9.9589,100.0,6.7923,33.9617,0.4799,1.0,0.5833,0.5833,0.4167,0.6944,0.75,1.0,weekly,2026-06-12
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,57,12,3.2426,4.6499,3.2426,36.84,52.63,36.84,4.4865,26.0121,-6.3609,100.0,3.2426,15.4025,0.8469,1.0,0.9167,0.875,0.5,0.8611,0.9583,1.0,weekly,2026-06-13
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,60,12,3.0622,4.7754,3.0622,45.0,45.0,45.0,3.5813,6.4768,-36.5607,100.0,3.0622,15.3109,0.7652,1.0,0.8333,0.6667,0.45,0.75,0.9167,1.0,weekly,2026-06-14
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,,60,12,4.9396,9.4933,4.9396,48.33,48.33,48.33,4.6903,14.8456,-19.3594,100.0,4.9396,24.6978,0.7038,1.0,0.75,0.7083,0.4833,0.8056,0.8611,1.0,weekly,2026-06-15
hit_3pct,Hit 3% at 2h close,binary,,catboost_ranker,walk_forward,272,55,4.8109,7.2017,4.8109,51.84,37.13,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.4826,0.5809,0.5455,0.5,0.3673,0.6182,0.727,0.9636,,
hit_max_3pct,Hit 3% MFE within 2h,binary,hit_max_3pct,catboost_ranker,blind,272,55,3.2954,4.2929,3.2954,38.97,38.97,38.97,7.7689,18.1317,-38.3219,100.0,3.2954,16.2974,0.5408,1.0,0.5636,0.5,0.3855,0.6485,0.732,0.9455,blind_holdout,
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,272,55,3.2954,4.2929,3.2954,38.97,38.97,38.97,7.7689,18.1317,-38.3219,100.0,3.2954,16.2974,0.5408,1.0,0.5636,0.5,0.3855,0.6485,0.732,0.9455,monthly,2026-06
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,35,7,5.4047,4.3446,5.4047,60.0,37.14,60.0,3.6469,8.8346,-18.5279,100.0,5.4047,27.0234,0.4188,1.0,0.4286,0.3571,0.3714,0.619,0.6357,1.0,weekly,2026-06-11
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,60,12,4.1963,5.5579,4.1963,43.33,28.33,43.33,4.8925,20.329,-13.7773,100.0,4.1963,20.9816,0.3382,1.0,0.25,0.3333,0.2833,0.4722,0.5188,0.8333,weekly,2026-06-12
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,57,12,2.2188,3.1544,2.2188,29.82,45.61,29.82,5.6384,22.4353,-4.9256,100.0,2.2188,10.5393,0.6869,1.0,0.9167,0.6667,0.4333,0.75,0.9444,1.0,weekly,2026-06-13
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,60,12,2.1921,2.9298,2.1921,38.33,41.67,38.33,2.5792,4.3129,-38.3219,100.0,2.1921,10.9606,0.6205,1.0,0.5833,0.5,0.4167,0.6944,0.7778,1.0,weekly,2026-06-14
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,,60,12,3.2903,5.4995,3.2903,31.67,41.67,31.67,2.9344,6.892,-21.2114,100.0,3.2903,16.4514,0.5886,1.0,0.5833,0.5833,0.4167,0.6944,0.7431,0.9167,weekly,2026-06-15
hit_max_3pct,Hit 3% MFE within 2h,binary,,catboost_ranker,walk_forward,272,55,3.2954,4.2929,3.2954,38.97,31.62,38.97,7.7689,18.1317,-38.3219,100.0,3.2954,16.2974,0.4087,0.4213,0.3636,0.3727,0.3127,0.5273,0.5699,0.8909,,
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,breakout_success,catboost_ranker,blind,272,55,4.8038,6.3854,4.8038,53.68,46.32,53.68,10.5924,33.7196,-31.8467,100.0,4.8038,23.7571,0.6448,1.0,0.7636,0.6636,0.4582,0.7697,0.8652,1.0,blind_holdout,
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,272,55,4.8038,6.3854,4.8038,53.68,46.32,53.68,10.5924,33.7196,-31.8467,100.0,4.8038,23.7571,0.6448,1.0,0.7636,0.6636,0.4582,0.7697,0.8652,1.0,monthly,2026-06
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,35,7,6.4786,9.1046,6.4786,68.57,40.0,68.57,5.0113,16.5244,-13.2878,100.0,6.4786,32.3928,0.5355,1.0,0.5714,0.7857,0.4,0.6667,0.7857,1.0,weekly,2026-06-11
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,60,12,6.6754,7.195,6.6754,68.33,36.67,68.33,6.1557,59.9956,-6.5888,100.0,6.6754,33.3772,0.4415,1.0,0.6667,0.4583,0.3667,0.6111,0.8056,1.0,weekly,2026-06-12
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,57,12,3.2199,4.4765,3.2199,38.6,56.14,38.6,4.4349,25.6598,-6.3609,100.0,3.2199,15.2945,0.8027,1.0,0.8333,0.875,0.5333,0.9167,0.9167,1.0,weekly,2026-06-13
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,60,12,3.2957,3.9078,3.2957,48.33,48.33,48.33,3.8828,7.0411,-31.8467,100.0,3.2957,16.4785,0.7174,1.0,0.8333,0.6667,0.4833,0.8056,0.8958,1.0,weekly,2026-06-14
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,,60,12,4.9681,8.3761,4.9681,50.0,48.33,50.0,4.6898,14.8013,-19.3594,100.0,4.9681,24.8407,0.6812,1.0,0.8333,0.5833,0.4833,0.8056,0.8889,1.0,weekly,2026-06-15
breakout_success,"Breakout success (MFE>=4, close>=2)",binary,,catboost_ranker,walk_forward,272,55,4.8038,6.3854,4.8038,53.68,40.81,53.68,10.5924,33.7196,-31.8467,100.0,4.8038,23.7571,0.553,0.5797,0.5636,0.4818,0.4036,0.6788,0.7259,0.9636,,
momentum_persist,Momentum persistence,persistence,momentum_persist,catboost_ranker,blind,272,55,4.6074,7.5966,4.6074,49.63,36.03,49.63,9.8869,31.1605,-38.3219,100.0,4.6074,22.7855,0.5764,1.0,0.7818,0.6364,0.3564,0.6,0.8668,0.9818,blind_holdout,
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,272,55,4.6074,7.5966,4.6074,49.63,36.03,49.63,9.8869,31.1605,-38.3219,100.0,4.6074,22.7855,0.5764,1.0,0.7818,0.6364,0.3564,0.6,0.8668,0.9818,monthly,2026-06
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,35,7,6.9105,9.9527,6.9105,71.43,28.57,71.43,4.5999,17.0487,-17.7535,100.0,6.9105,34.5523,0.408,1.0,0.4286,0.5,0.2857,0.4762,0.6667,1.0,weekly,2026-06-11
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,60,12,6.4237,8.7339,6.4237,65.0,36.67,65.0,5.9073,31.4936,-12.2273,100.0,6.4237,32.1184,0.4362,1.0,0.6667,0.4583,0.3667,0.6111,0.7986,1.0,weekly,2026-06-12
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,57,12,3.0053,5.3697,3.0053,35.09,36.84,35.09,4.0886,25.0167,-5.2806,100.0,3.0053,14.2752,0.6231,1.0,0.8333,0.7083,0.35,0.6111,0.9028,1.0,weekly,2026-06-13
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,60,12,3.0583,5.5475,3.0583,43.33,41.67,43.33,3.5879,6.4897,-38.3219,100.0,3.0583,15.2914,0.7635,1.0,0.9167,0.7917,0.4167,0.6944,0.9583,1.0,weekly,2026-06-14
momentum_persist,Momentum persistence,persistence,,catboost_ranker,,60,12,4.5186,9.361,4.5186,41.67,33.33,41.67,4.2871,13.4841,-19.3594,100.0,4.5186,22.5932,0.5809,1.0,0.9167,0.6667,0.3333,0.5556,0.9242,0.9167,weekly,2026-06-15
momentum_persist,Momentum persistence,persistence,,catboost_ranker,walk_forward,272,55,4.6074,7.5966,4.6074,49.63,59.93,49.63,9.8869,31.1605,-38.3219,100.0,4.6074,22.7855,0.9926,0.6376,1.0,0.9909,0.5927,0.9939,1.0,1.0,,
uptrend_duration,Uptrend bar duration,persistence,uptrend_duration,catboost_ranker,blind,272,55,3.7757,5.4989,3.7757,43.75,28.31,43.75,8.4655,24.5072,-39.1764,100.0,3.7757,18.6728,0.4205,1.0,0.4182,0.4,0.28,0.4727,0.6125,0.8727,blind_holdout,
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,272,55,3.7757,5.4989,3.7757,43.75,28.31,43.75,8.4655,24.5072,-39.1764,100.0,3.7757,18.6728,0.4205,1.0,0.4182,0.4,0.28,0.4727,0.6125,0.8727,monthly,2026-06
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,35,7,6.01,6.5003,6.01,62.86,28.57,62.86,4.1183,14.9721,-13.2878,100.0,6.01,30.0502,0.3326,1.0,0.1429,0.2857,0.2857,0.4762,0.4728,0.8571,weekly,2026-06-11
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,60,12,4.7343,5.2024,4.7343,51.67,18.33,51.67,4.464,19.4913,-12.6745,100.0,4.7343,23.6717,0.1814,1.0,0.25,0.1667,0.1833,0.3056,0.4253,0.75,weekly,2026-06-12
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,57,12,2.8615,4.55,2.8615,33.33,33.33,33.33,3.9682,24.8623,-5.2806,100.0,2.8615,13.5919,0.5085,1.0,0.5833,0.5417,0.3167,0.5556,0.7127,0.9167,weekly,2026-06-13
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,60,12,2.2522,3.7899,2.2522,33.33,33.33,33.33,2.722,4.6328,-39.1764,100.0,2.2522,11.2608,0.5427,1.0,0.5,0.5,0.3333,0.5556,0.725,1.0,weekly,2026-06-14
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,,60,12,3.906,7.869,3.906,45.0,28.33,45.0,3.9683,11.2909,-21.8439,100.0,3.906,19.5299,0.5007,1.0,0.5,0.4583,0.2833,0.4722,0.6687,0.8333,weekly,2026-06-15
uptrend_duration,Uptrend bar duration,persistence,,catboost_ranker,walk_forward,272,55,3.7757,5.4989,3.7757,43.75,52.21,43.75,8.4655,24.5072,-39.1764,100.0,3.7757,18.6728,0.728,0.4427,0.6909,0.6818,0.5164,0.8667,0.8242,1.0,,
time_to_peak_score,Faster peak (inverted time),timing,time_to_peak_score,catboost_ranker,blind,272,55,-2.3317,-2.7068,-2.3317,5.15,6.99,5.15,-9.03,-10.0538,-635.7158,100.0,-2.3317,-11.5315,0.0676,1.0,0.0364,0.0727,0.0691,0.1212,0.1856,0.3091,blind_holdout,
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,272,55,-2.3317,-2.7068,-2.3317,5.15,6.99,5.15,-9.03,-10.0538,-635.7158,100.0,-2.3317,-11.5315,0.0676,1.0,0.0364,0.0727,0.0691,0.1212,0.1856,0.3091,monthly,2026-06
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,35,7,-2.5908,-3.6365,-2.5908,8.57,2.86,8.57,-4.5922,-5.7799,-90.6795,100.0,-2.5908,-12.9542,0.0076,1.0,0.0,0.0,0.0286,0.0476,0.0977,0.1429,weekly,2026-06-11
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,60,12,-3.1987,-3.461,-3.1987,3.33,0.0,3.33,-5.9205,-6.4221,-191.9225,100.0,-3.1987,-15.9935,0.0015,1.0,0.0,0.0,0.0,0.0,0.0691,0.0,weekly,2026-06-12
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,57,12,-1.9746,-2.6367,-1.9746,8.77,15.79,8.77,-3.5457,-4.1835,-112.5538,100.0,-1.9746,-9.3795,0.185,1.0,0.1667,0.2083,0.15,0.2778,0.3532,0.6667,weekly,2026-06-13
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,60,12,-1.8741,-2.2699,-1.8741,1.67,6.67,1.67,-5.7858,-6.6497,-114.7422,100.0,-1.8741,-9.3705,0.0422,1.0,0.0,0.125,0.0667,0.1111,0.2098,0.3333,weekly,2026-06-14
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,,60,12,-2.1105,-1.9173,-2.1105,5.0,8.33,5.0,-2.8059,-3.0084,-128.4561,100.0,-2.1105,-10.5527,0.0765,1.0,0.0,0.0,0.0833,0.1389,0.1614,0.3333,weekly,2026-06-15
time_to_peak_score,Faster peak (inverted time),timing,,catboost_ranker,walk_forward,272,55,-2.3317,-2.7068,-2.3317,5.15,40.81,5.15,-9.03,-10.0538,-635.7158,100.0,-2.3317,-11.5315,0.5548,0.1787,0.5818,0.5091,0.4036,0.6788,0.7532,0.9818,,
time_to_3pct_score,Faster 3% hit,timing,time_to_3pct_score,catboost_ranker,blind,272,55,3.8897,5.3349,3.8897,46.32,40.44,46.32,8.4329,20.7382,-38.3219,100.0,3.8897,19.2361,0.546,1.0,0.4545,0.5182,0.4,0.6727,0.6685,1.0,blind_holdout,
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,272,55,3.8897,5.3349,3.8897,46.32,40.44,46.32,8.4329,20.7382,-38.3219,100.0,3.8897,19.2361,0.546,1.0,0.4545,0.5182,0.4,0.6727,0.6685,1.0,monthly,2026-06
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,35,7,6.4728,7.0405,6.4728,65.71,25.71,65.71,4.2836,14.1634,-15.2465,100.0,6.4728,32.3639,0.3431,1.0,0.2857,0.4286,0.2571,0.4286,0.5405,1.0,weekly,2026-06-11
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,60,12,4.1905,3.6562,4.1905,53.33,31.67,53.33,4.6063,12.1631,-19.1285,100.0,4.1905,20.9525,0.261,1.0,0.0,0.2083,0.3167,0.5278,0.3778,1.0,weekly,2026-06-12
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,57,12,3.1256,4.6483,3.1256,36.84,47.37,36.84,4.2572,22.6157,-6.4516,100.0,3.1256,14.8464,0.7095,1.0,0.8333,0.6667,0.45,0.7778,0.9028,1.0,weekly,2026-06-13
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,60,12,2.7645,3.7039,2.7645,41.67,46.67,41.67,3.078,5.4277,-38.3219,100.0,2.7645,13.8227,0.6464,1.0,0.5,0.5833,0.4667,0.7778,0.7153,1.0,weekly,2026-06-14
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,,60,12,3.933,8.3364,3.933,41.67,45.0,41.67,3.3507,7.9049,-21.5205,100.0,3.933,19.6651,0.6856,1.0,0.5833,0.6667,0.45,0.75,0.7528,1.0,weekly,2026-06-15
time_to_3pct_score,Faster 3% hit,timing,,catboost_ranker,walk_forward,272,55,3.8897,5.3349,3.8897,46.32,56.99,46.32,8.4329,20.7382,-38.3219,100.0,3.8897,19.2361,0.898,0.6237,0.9636,0.9273,0.5636,0.9455,0.9818,1.0,,
label_success_2h,Success flag (>=3% 2h),binary,hit_3pct,catboost_ranker,blind,272,55,4.8109,7.2017,4.8109,51.84,45.59,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.6687,1.0,0.7818,0.6818,0.4509,0.7576,0.8733,1.0,blind_holdout,
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,272,55,4.8109,7.2017,4.8109,51.84,45.59,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.6687,1.0,0.7818,0.6818,0.4509,0.7576,0.8733,1.0,monthly,2026-06
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,35,7,6.7452,7.8145,6.7452,71.43,37.14,71.43,5.3271,17.3018,-13.2878,100.0,6.7452,33.7259,0.4617,1.0,0.8571,0.5,0.3714,0.619,0.8857,1.0,weekly,2026-06-11
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,60,12,6.7923,9.5307,6.7923,65.0,41.67,65.0,5.7454,34.5323,-9.9589,100.0,6.7923,33.9617,0.4799,1.0,0.5833,0.5833,0.4167,0.6944,0.75,1.0,weekly,2026-06-12
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,57,12,3.2426,4.6499,3.2426,36.84,52.63,36.84,4.4865,26.0121,-6.3609,100.0,3.2426,15.4025,0.8469,1.0,0.9167,0.875,0.5,0.8611,0.9583,1.0,weekly,2026-06-13
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,60,12,3.0622,4.7754,3.0622,45.0,45.0,45.0,3.5813,6.4768,-36.5607,100.0,3.0622,15.3109,0.7652,1.0,0.8333,0.6667,0.45,0.75,0.9167,1.0,weekly,2026-06-14
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,,60,12,4.9396,9.4933,4.9396,48.33,48.33,48.33,4.6903,14.8456,-19.3594,100.0,4.9396,24.6978,0.7038,1.0,0.75,0.7083,0.4833,0.8056,0.8611,1.0,weekly,2026-06-15
label_success_2h,Success flag (>=3% 2h),binary,,catboost_ranker,walk_forward,272,55,4.8109,7.2017,4.8109,51.84,37.13,51.84,10.3422,32.7117,-36.5607,100.0,4.8109,23.7919,0.4826,0.5809,0.5455,0.5,0.3673,0.6182,0.727,0.9636,,
