rule_id,rule_expr,direction,cluster_id,activation_conditions,preferred_regime,avoid_regime,volatility_preference,trend_preference,time_preference,expected_holding_profile,confidence,sample_size,avg_return_2h,precision_pct,status_tags,discovery_decision
EX_AND_E_rank_obs_return_top5_gte_0.375_E_rank_obs_return_top5_gte_0.75,(rank_obs_return_top5 >= 0.375 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(rank_obs_return_top5 >= 0.375 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8745,57.14,rank_only,
EX_AND_E_rank_obs_return_top5_gte_0.5_E_rank_obs_return_top5_gte_0.625,(rank_obs_return_top5 >= 0.5 AND rank_obs_return_top5 >= 0.625),long,strong_breakout,(rank_obs_return_top5 >= 0.5 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8745,57.14,rank_only,
EX_AND_E_rank_obs_return_top5_gte_0.5_E_rank_obs_return_top5_gte_0.75,(rank_obs_return_top5 >= 0.5 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(rank_obs_return_top5 >= 0.5 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8745,57.14,rank_only,
EX_AND_E_rank_obs_return_top5_gte_0.625_E_rank_obs_return_top5_gte_0.75,(rank_obs_return_top5 >= 0.625 AND rank_obs_return_top5 >= 0.75),long,strong_breakout,(rank_obs_return_top5 >= 0.625 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8745,57.14,rank_only,
EX_OR_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 1 OR rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 1 OR rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,66.67,momentum_hybrid,
EX_OR_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 1 OR rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 1 OR rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,66.67,momentum_hybrid,
EX_OR_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4524 OR rank_obs_return_top5 >= 0.125),long,bull_trend,(pattern_confidence <= 0.4524 OR rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,76.19,discovered,
EX_OR_E_pattern_confidence_lte_0.452425_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4524 OR rank_obs_return_top5 >= 0.25),long,bull_trend,(pattern_confidence <= 0.4524 OR rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,76.19,discovered,
EX_OR_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.125,(pattern_confidence <= 0.4745 OR rank_obs_return_top5 >= 0.125),long,bull_trend,(pattern_confidence <= 0.4745 OR rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,76.19,discovered,
EX_OR_E_pattern_confidence_lte_0.474463_E_rank_obs_return_top5_gte_0.25,(pattern_confidence <= 0.4745 OR rank_obs_return_top5 >= 0.25),long,bull_trend,(pattern_confidence <= 0.4745 OR rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,5.8078,76.19,discovered,
EX_OR_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 9.539 OR rank_obs_return_top5 >= 0.125),long,strong_breakout,(obs_body_pct >= 9.539 OR rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8528,66.67,discovered,
EX_OR_E_obs_body_pct_gte_9.53875_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 9.539 OR rank_obs_return_top5 >= 0.25),long,strong_breakout,(obs_body_pct >= 9.539 OR rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8528,66.67,discovered,
EX_OR_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.125,(obs_body_pct >= 11.45 OR rank_obs_return_top5 >= 0.125),long,strong_breakout,(obs_body_pct >= 11.45 OR rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8528,66.67,discovered,
EX_OR_E_obs_body_pct_gte_11.448538_E_rank_obs_return_top5_gte_0.25,(obs_body_pct >= 11.45 OR rank_obs_return_top5 >= 0.25),long,strong_breakout,(obs_body_pct >= 11.45 OR rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.8528,66.67,discovered,
EX_0,direction_confidence >= 0.7824,long,bull_trend,direction_confidence >= 0.7824,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_1,direction_confidence >= 0.8912,long,bull_trend,direction_confidence >= 0.8912,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,47.62,mined_pool,
EX_0,direction_confidence >= 1,short,bull_trend,direction_confidence >= 1,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,45.83,mined_pool,
EX_3,obs_low_pct >= -2.914,long,reversal,obs_low_pct >= -2.914,bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.6456,57.14,mined_pool,
EX_4,execution_score >= -0.2779,long,execution_aligned,universal_execution_score,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_5,(obs_return_pct - gap_to_best_entry) >= -5.877,long,strong_breakout,(obs_return_pct - gap_to_best_entry) >= -5.877,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.6456,61.9,mined_pool,
EX_6,pattern_confidence <= 0.4524,long,bull_trend,pattern_confidence <= 0.4524,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.0571,47.62,mined_pool,
EX_7,pattern_confidence <= 0.4745,long,bull_trend,pattern_confidence <= 0.4745,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.0571,47.62,mined_pool,
EX_8,obs_body_pct >= 9.539,long,mixed,obs_body_pct >= 9.539,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,2.9846,33.33,mined_pool,
EX_9,obs_body_pct >= 11.45,long,mixed,obs_body_pct >= 11.45,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_10,direction_confidence >= 0.5648,long,bull_trend,direction_confidence >= 0.5648,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,57.14,mined_pool,
EX_11,direction_confidence >= 0.6736,long,bull_trend,direction_confidence >= 0.6736,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,57.14,mined_pool,
EX_23,obs_range_pct >= 16.45,long,low_atr,obs_range_pct >= 16.45,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_24,atr_increase_ratio >= 0.6759,long,high_atr,atr_increase_ratio >= 0.6759,bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_17,top5_rank <= 1,short,mixed,top5_rank <= 1,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,58.33,mined_pool,
EX_18,top5_rank <= 1.125,short,mixed,top5_rank <= 1.125,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,58.33,mined_pool,
EX_19,top5_rank <= 1.25,short,mixed,top5_rank <= 1.25,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,58.33,mined_pool,
EX_20,top5_rank <= 1.375,short,mixed,top5_rank <= 1.375,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,58.33,mined_pool,
EX_21,top5_rank <= 1.5,short,mixed,top5_rank <= 1.5,sideway,bull,low_volatility,sideway,us,2h_fixed,high,24,0.2731,58.33,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.8912,(direction_confidence >= 0.7824 AND direction_confidence >= 0.8912),long,bull_trend,(direction_confidence >= 0.7824 AND direction_confidence >= 0.8912),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_1.0,(direction_confidence >= 0.7824 AND direction_confidence >= 1),long,bull_trend,(direction_confidence >= 0.7824 AND direction_confidence >= 1),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 0.7824 AND obs_low_pct >= -2.914),long,bull_trend,(direction_confidence >= 0.7824 AND obs_low_pct >= -2.914),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_execution_score_gte_-0.27795,(direction_confidence >= 0.7824 AND execution_score >= -0.2779),long,bull_trend,(direction_confidence >= 0.7824 AND execution_score >= -0.2779),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 0.7824 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,bull_trend,(direction_confidence >= 0.7824 AND (obs_return_pct - gap_to_best_entry) >= -5.877),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_pattern_confidence_lte_0.452425,(direction_confidence >= 0.7824 AND pattern_confidence <= 0.4524),long,bull_trend,(direction_confidence >= 0.7824 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_pattern_confidence_lte_0.474463,(direction_confidence >= 0.7824 AND pattern_confidence <= 0.4745),long,bull_trend,(direction_confidence >= 0.7824 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_obs_body_pct_gte_9.53875,(direction_confidence >= 0.7824 AND obs_body_pct >= 9.539),long,bull_trend,(direction_confidence >= 0.7824 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_obs_body_pct_gte_11.448538,(direction_confidence >= 0.7824 AND obs_body_pct >= 11.45),long,bull_trend,(direction_confidence >= 0.7824 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.5648,(direction_confidence >= 0.7824 AND direction_confidence >= 0.5648),long,bull_trend,(direction_confidence >= 0.7824 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.7824 AND direction_confidence >= 0.6736),long,bull_trend,(direction_confidence >= 0.7824 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,52.38,mined_pool,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.7824_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(direction_confidence >= 0.7824 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,42.86,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_1.0,(direction_confidence >= 0.8912 AND direction_confidence >= 1),long,bull_trend,(direction_confidence >= 0.8912 AND direction_confidence >= 1),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 0.8912 AND obs_low_pct >= -2.914),long,bull_trend,(direction_confidence >= 0.8912 AND obs_low_pct >= -2.914),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_execution_score_gte_-0.27795,(direction_confidence >= 0.8912 AND execution_score >= -0.2779),long,bull_trend,(direction_confidence >= 0.8912 AND execution_score >= -0.2779),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,42.86,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 0.8912 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,bull_trend,(direction_confidence >= 0.8912 AND (obs_return_pct - gap_to_best_entry) >= -5.877),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_pattern_confidence_lte_0.452425,(direction_confidence >= 0.8912 AND pattern_confidence <= 0.4524),long,bull_trend,(direction_confidence >= 0.8912 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_pattern_confidence_lte_0.474463,(direction_confidence >= 0.8912 AND pattern_confidence <= 0.4745),long,bull_trend,(direction_confidence >= 0.8912 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_obs_body_pct_gte_9.53875,(direction_confidence >= 0.8912 AND obs_body_pct >= 9.539),long,bull_trend,(direction_confidence >= 0.8912 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_obs_body_pct_gte_11.448538,(direction_confidence >= 0.8912 AND obs_body_pct >= 11.45),long,bull_trend,(direction_confidence >= 0.8912 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_0.5648,(direction_confidence >= 0.8912 AND direction_confidence >= 0.5648),long,bull_trend,(direction_confidence >= 0.8912 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.8912 AND direction_confidence >= 0.6736),long,bull_trend,(direction_confidence >= 0.8912 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,47.62,mined_pool,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_0.8912_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(direction_confidence >= 0.8912 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,38.1,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_obs_low_pct_gte_-2.914012,(direction_confidence >= 1 AND obs_low_pct >= -2.914),long,bull_trend,(direction_confidence >= 1 AND obs_low_pct >= -2.914),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_execution_score_gte_-0.27795,(direction_confidence >= 1 AND execution_score >= -0.2779),long,bull_trend,(direction_confidence >= 1 AND execution_score >= -0.2779),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,33.33,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(direction_confidence >= 1 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,bull_trend,(direction_confidence >= 1 AND (obs_return_pct - gap_to_best_entry) >= -5.877),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.452425,(direction_confidence >= 1 AND pattern_confidence <= 0.4524),long,bull_trend,(direction_confidence >= 1 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_pattern_confidence_lte_0.474463,(direction_confidence >= 1 AND pattern_confidence <= 0.4745),long,bull_trend,(direction_confidence >= 1 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,28.57,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_9.53875,(direction_confidence >= 1 AND obs_body_pct >= 9.539),long,bull_trend,(direction_confidence >= 1 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_obs_body_pct_gte_11.448538,(direction_confidence >= 1 AND obs_body_pct >= 11.45),long,bull_trend,(direction_confidence >= 1 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,14.29,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.5648,(direction_confidence >= 1 AND direction_confidence >= 0.5648),long,bull_trend,(direction_confidence >= 1 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_direction_confidence_gte_0.6736,(direction_confidence >= 1 AND direction_confidence >= 0.6736),long,bull_trend,(direction_confidence >= 1 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_fixed,high,21,4.3405,38.1,mined_pool,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.125,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.125),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.25,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.25),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.375,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.375),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.5,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.5),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.5),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.625,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.625),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.625),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_direction_confidence_gte_1.0_E_rank_obs_return_top5_gte_0.75,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.75),long,bull_trend,(direction_confidence >= 1 AND rank_obs_return_top5 >= 0.75),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.3405,33.33,mined_pool|momentum_hybrid,
EX_AND_E_obs_low_pct_gte_-2.914012_E_execution_score_gte_-0.27795,(obs_low_pct >= -2.914 AND execution_score >= -0.2779),long,reversal,(obs_low_pct >= -2.914 AND execution_score >= -0.2779),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,42.86,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,(obs_low_pct >= -2.914 AND (obs_return_pct - gap_to_best_entry) >= -5.877),long,strong_breakout,(obs_low_pct >= -2.914 AND (obs_return_pct - gap_to_best_entry) >= -5.877),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.6456,52.38,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.452425,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4524),long,bull_trend,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4524),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,38.1,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_pattern_confidence_lte_0.474463,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4745),long,bull_trend,(obs_low_pct >= -2.914 AND pattern_confidence <= 0.4745),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,38.1,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_9.53875,(obs_low_pct >= -2.914 AND obs_body_pct >= 9.539),long,reversal,(obs_low_pct >= -2.914 AND obs_body_pct >= 9.539),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_obs_body_pct_gte_11.448538,(obs_low_pct >= -2.914 AND obs_body_pct >= 11.45),long,reversal,(obs_low_pct >= -2.914 AND obs_body_pct >= 11.45),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,14.29,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.5648,(obs_low_pct >= -2.914 AND direction_confidence >= 0.5648),long,bull_trend,(obs_low_pct >= -2.914 AND direction_confidence >= 0.5648),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,47.62,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_direction_confidence_gte_0.6736,(obs_low_pct >= -2.914 AND direction_confidence >= 0.6736),long,bull_trend,(obs_low_pct >= -2.914 AND direction_confidence >= 0.6736),bull,sideway,low_volatility,bull,asia,2h_reversal_bounce,high,21,4.3405,47.62,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.125,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.125),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.125),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.25,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.25),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.25),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
EX_AND_E_obs_low_pct_gte_-2.914012_E_rank_obs_return_top5_gte_0.375,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.375),long,strong_breakout,(obs_low_pct >= -2.914 AND rank_obs_return_top5 >= 0.375),bull,sideway,low_volatility,bull,asia,2h_breakout_follow,high,21,4.6456,42.86,mined_pool,
