rule_id,rule_expr,direction,cluster_hint,act_bear_pct,n_bear,act_bull_pct,n_bull,act_sideway_pct,n_sideway,act_vol_low_volatility_pct,n_vol_low_volatility
EX_OR_E_pattern_confidence_lte_0.452425_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4524 OR obs_body_pct >= 11.45),long,mined_pool,50.0,4,61.54,13,50.0,4,57.14,21
EX_OR_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4524 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_pattern_confidence_lte_0.452425_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4524 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_9.53875,(pattern_confidence <= 0.4745 OR obs_body_pct >= 9.539),long,mined_pool,50.0,4,69.23,13,50.0,4,61.9,21
EX_OR_E_pattern_confidence_lte_0.474463_E_obs_body_pct_gte_11.448538,(pattern_confidence <= 0.4745 OR obs_body_pct >= 11.45),long,mined_pool,50.0,4,61.54,13,50.0,4,57.14,21
EX_OR_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.5648,(pattern_confidence <= 0.4745 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_pattern_confidence_lte_0.474463_E_direction_confidence_gte_0.6736,(pattern_confidence <= 0.4745 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,25.0,4,61.9,21
EX_OR_E_obs_body_pct_gte_9.53875_E_obs_body_pct_gte_11.448538,(obs_body_pct >= 9.539 OR obs_body_pct >= 11.45),long,mined_pool,50.0,4,23.08,13,50.0,4,33.33,21
EX_OR_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.5648,(obs_body_pct >= 9.539 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_body_pct_gte_9.53875_E_direction_confidence_gte_0.6736,(obs_body_pct >= 9.539 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.5648,(obs_body_pct >= 11.45 OR direction_confidence >= 0.5648),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_obs_body_pct_gte_11.448538_E_direction_confidence_gte_0.6736,(obs_body_pct >= 11.45 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,69.23,13,50.0,4,66.67,21
EX_OR_E_direction_confidence_gte_0.5648_E_direction_confidence_gte_0.6736,(direction_confidence >= 0.5648 OR direction_confidence >= 0.6736),long,mined_pool,75.0,4,61.54,13,25.0,4,57.14,21
EX_OR_E_rank_obs_return_top5_gte_0.125_E_rank_obs_return_top5_gte_0.25,(rank_obs_return_top5 >= 0.125 OR rank_obs_return_top5 >= 0.25),long,mined_pool,50.0,4,61.54,13,75.0,4,61.9,21
EX_NOT_E_direction_confidence_gte_0.7824,NOT (direction_confidence >= 0.7824),long,mined_pool,50.0,4,46.15,13,75.0,4,52.38,21
EX_NOT_E_direction_confidence_gte_0.8912,NOT (direction_confidence >= 0.8912),long,mined_pool,50.0,4,53.85,13,75.0,4,57.14,21
EX_NOT_E_direction_confidence_gte_1.0,NOT (direction_confidence >= 1),short,mined_pool,50.0,6,76.92,13,80.0,5,70.83,24
EX_NOT_E_obs_low_pct_gte_-2.914012,NOT (obs_low_pct >= -2.914),long,mined_pool,50.0,4,46.15,13,75.0,4,52.38,21
EX_NOT_E_execution_score_gte_-0.27795,NOT (execution_score >= -0.2779),long,mined_pool,50.0,4,53.85,13,75.0,4,57.14,21
EX_NOT_ED_obs_return_pct_gap_to_best_entry_gte_-5.8771,NOT ((obs_return_pct - gap_to_best_entry) >= -5.877),long,mined_pool,50.0,4,38.46,13,75.0,4,47.62,21
EX_NOT_E_pattern_confidence_lte_0.452425,NOT (pattern_confidence <= 0.4524),long,mined_pool,50.0,4,53.85,13,75.0,4,57.14,21
EX_NOT_E_pattern_confidence_lte_0.474463,NOT (pattern_confidence <= 0.4745),long,mined_pool,50.0,4,53.85,13,75.0,4,57.14,21
EX_NOT_E_obs_body_pct_gte_9.53875,NOT (obs_body_pct >= 9.539),long,mined_pool,50.0,4,92.31,13,75.0,4,80.95,21
EX_NOT_E_obs_body_pct_gte_11.448538,NOT (obs_body_pct >= 11.45),long,mined_pool,50.0,4,92.31,13,75.0,4,80.95,21
EX_1,prior_high_break >= 0.125,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_2,prior_high_break >= 0.25,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_3,prior_high_break >= 0.375,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_4,prior_high_break >= 0.5,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_5,prior_high_break >= 0.625,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_6,prior_high_break >= 0.75,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_7,prior_high_break >= 0.875,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_8,prior_high_break >= 1,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_9,momentum_persist >= 0.125,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_10,momentum_persist >= 0.25,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_11,momentum_persist >= 0.375,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_12,momentum_persist >= 0.5,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_13,momentum_persist >= 0.625,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_14,momentum_persist >= 0.75,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_15,momentum_persist >= 0.875,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_16,momentum_persist >= 1,short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_22,top5_rank <= 1.625,short,mined_pool,50.0,6,53.85,13,80.0,5,58.33,24
EX_23,top5_rank <= 1.75,short,mined_pool,50.0,6,53.85,13,80.0,5,58.33,24
EX_24,top5_rank <= 1.875,short,mined_pool,50.0,6,53.85,13,80.0,5,58.33,24
EX_25,top5_rank_pct >= 0.125,short,mined_pool,50.0,6,61.54,13,80.0,5,62.5,24
EX_26,top5_rank_pct >= 0.25,short,mined_pool,50.0,6,61.54,13,80.0,5,62.5,24
EX_27,top5_rank_pct >= 0.375,short,mined_pool,50.0,6,61.54,13,80.0,5,62.5,24
EX_28,top5_rank_pct >= 0.5,short,mined_pool,50.0,6,61.54,13,80.0,5,62.5,24
EX_29,top5_rank_pct >= 0.625,short,mined_pool,50.0,6,53.85,13,80.0,5,58.33,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.125,(direction_confidence >= 1 AND prior_high_break >= 0.125),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.25,(direction_confidence >= 1 AND prior_high_break >= 0.25),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.375,(direction_confidence >= 1 AND prior_high_break >= 0.375),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.5,(direction_confidence >= 1 AND prior_high_break >= 0.5),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.625,(direction_confidence >= 1 AND prior_high_break >= 0.625),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.75,(direction_confidence >= 1 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_0.875,(direction_confidence >= 1 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_prior_high_break_gte_1.0,(direction_confidence >= 1 AND prior_high_break >= 1),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.125,(direction_confidence >= 1 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.25,(direction_confidence >= 1 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.375,(direction_confidence >= 1 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.5,(direction_confidence >= 1 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.625,(direction_confidence >= 1 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.75,(direction_confidence >= 1 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_0.875,(direction_confidence >= 1 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_momentum_persist_gte_1.0,(direction_confidence >= 1 AND momentum_persist >= 1),short,mined_pool,50.0,6,38.46,13,60.0,5,45.83,24
EX_AND_E_direction_confidence_gte_1.0_E_top5_rank_lte_1.0,(direction_confidence >= 1 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.25,(prior_high_break >= 0.125 AND prior_high_break >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.375,(prior_high_break >= 0.125 AND prior_high_break >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.5,(prior_high_break >= 0.125 AND prior_high_break >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.625,(prior_high_break >= 0.125 AND prior_high_break >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.75,(prior_high_break >= 0.125 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_0.875,(prior_high_break >= 0.125 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_prior_high_break_gte_1.0,(prior_high_break >= 0.125 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.125,(prior_high_break >= 0.125 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.25,(prior_high_break >= 0.125 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.375,(prior_high_break >= 0.125 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.5,(prior_high_break >= 0.125 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.625,(prior_high_break >= 0.125 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.75,(prior_high_break >= 0.125 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_0.875,(prior_high_break >= 0.125 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_momentum_persist_gte_1.0,(prior_high_break >= 0.125 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.125_E_top5_rank_lte_1.0,(prior_high_break >= 0.125 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_0.375,(prior_high_break >= 0.25 AND prior_high_break >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_0.5,(prior_high_break >= 0.25 AND prior_high_break >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_0.625,(prior_high_break >= 0.25 AND prior_high_break >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_0.75,(prior_high_break >= 0.25 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_0.875,(prior_high_break >= 0.25 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_prior_high_break_gte_1.0,(prior_high_break >= 0.25 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.125,(prior_high_break >= 0.25 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.25,(prior_high_break >= 0.25 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.375,(prior_high_break >= 0.25 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.5,(prior_high_break >= 0.25 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.625,(prior_high_break >= 0.25 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.75,(prior_high_break >= 0.25 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_0.875,(prior_high_break >= 0.25 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_momentum_persist_gte_1.0,(prior_high_break >= 0.25 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.25_E_top5_rank_lte_1.0,(prior_high_break >= 0.25 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.375_E_prior_high_break_gte_0.5,(prior_high_break >= 0.375 AND prior_high_break >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_prior_high_break_gte_0.625,(prior_high_break >= 0.375 AND prior_high_break >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_prior_high_break_gte_0.75,(prior_high_break >= 0.375 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_prior_high_break_gte_0.875,(prior_high_break >= 0.375 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_prior_high_break_gte_1.0,(prior_high_break >= 0.375 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.125,(prior_high_break >= 0.375 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.25,(prior_high_break >= 0.375 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.375,(prior_high_break >= 0.375 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.5,(prior_high_break >= 0.375 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.625,(prior_high_break >= 0.375 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.75,(prior_high_break >= 0.375 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_0.875,(prior_high_break >= 0.375 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_momentum_persist_gte_1.0,(prior_high_break >= 0.375 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.375_E_top5_rank_lte_1.0,(prior_high_break >= 0.375 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.5_E_prior_high_break_gte_0.625,(prior_high_break >= 0.5 AND prior_high_break >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_prior_high_break_gte_0.75,(prior_high_break >= 0.5 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_prior_high_break_gte_0.875,(prior_high_break >= 0.5 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_prior_high_break_gte_1.0,(prior_high_break >= 0.5 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.125,(prior_high_break >= 0.5 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.25,(prior_high_break >= 0.5 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.375,(prior_high_break >= 0.5 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.5,(prior_high_break >= 0.5 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.625,(prior_high_break >= 0.5 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.75,(prior_high_break >= 0.5 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_0.875,(prior_high_break >= 0.5 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_momentum_persist_gte_1.0,(prior_high_break >= 0.5 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.5_E_top5_rank_lte_1.0,(prior_high_break >= 0.5 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.625_E_prior_high_break_gte_0.75,(prior_high_break >= 0.625 AND prior_high_break >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_prior_high_break_gte_0.875,(prior_high_break >= 0.625 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_prior_high_break_gte_1.0,(prior_high_break >= 0.625 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.125,(prior_high_break >= 0.625 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.25,(prior_high_break >= 0.625 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.375,(prior_high_break >= 0.625 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.5,(prior_high_break >= 0.625 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.625,(prior_high_break >= 0.625 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.75,(prior_high_break >= 0.625 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_0.875,(prior_high_break >= 0.625 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_momentum_persist_gte_1.0,(prior_high_break >= 0.625 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.625_E_top5_rank_lte_1.0,(prior_high_break >= 0.625 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.75_E_prior_high_break_gte_0.875,(prior_high_break >= 0.75 AND prior_high_break >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_prior_high_break_gte_1.0,(prior_high_break >= 0.75 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.125,(prior_high_break >= 0.75 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.25,(prior_high_break >= 0.75 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.375,(prior_high_break >= 0.75 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.5,(prior_high_break >= 0.75 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.625,(prior_high_break >= 0.75 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.75,(prior_high_break >= 0.75 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_0.875,(prior_high_break >= 0.75 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_momentum_persist_gte_1.0,(prior_high_break >= 0.75 AND momentum_persist >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.75_E_top5_rank_lte_1.0,(prior_high_break >= 0.75 AND top5_rank <= 1),short,mined_pool,50.0,6,23.08,13,60.0,5,37.5,24
EX_AND_E_prior_high_break_gte_0.875_E_prior_high_break_gte_1.0,(prior_high_break >= 0.875 AND prior_high_break >= 1),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.125,(prior_high_break >= 0.875 AND momentum_persist >= 0.125),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.25,(prior_high_break >= 0.875 AND momentum_persist >= 0.25),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.375,(prior_high_break >= 0.875 AND momentum_persist >= 0.375),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.5,(prior_high_break >= 0.875 AND momentum_persist >= 0.5),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.625,(prior_high_break >= 0.875 AND momentum_persist >= 0.625),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.75,(prior_high_break >= 0.875 AND momentum_persist >= 0.75),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
EX_AND_E_prior_high_break_gte_0.875_E_momentum_persist_gte_0.875,(prior_high_break >= 0.875 AND momentum_persist >= 0.875),short,mined_pool,50.0,6,46.15,13,60.0,5,50.0,24
