scan_time_kst,direction,symbol,entry_score,live_pattern,open_positions
2026-06-02 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 06:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 08:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 08:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 10:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 10:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 12:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 12:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 14:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 14:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 16:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 16:00:00,short,HUSDT,69.54,SHORT_BREAKDOWN,0
2026-06-02 18:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,1
2026-06-02 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,1
2026-06-02 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,1
2026-06-02 18:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,1
2026-06-02 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,1
2026-06-02 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,1
2026-06-02 20:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 20:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-02 22:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-02 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-02 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-02 22:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-02 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-02 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 00:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-03 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 00:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 02:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-03 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 02:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 04:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-03 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 04:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 06:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-03 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 06:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 08:00:00,long,STGUSDT,65.61,SHORT_REVERSAL,0
2026-06-03 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,1
2026-06-03 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,1
2026-06-03 10:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,1
2026-06-03 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,1
2026-06-03 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,1
2026-06-03 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,1
2026-06-03 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 12:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 14:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 16:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 18:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 18:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 20:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 20:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-03 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-03 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-03 22:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-03 22:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-03 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-03 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 00:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 00:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 02:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 02:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 04:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 04:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 06:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 06:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 08:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 10:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 12:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 14:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 16:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 18:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 18:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 20:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 20:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 20:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 20:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-04 22:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-04 22:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-04 22:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-04 22:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-04 22:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-04 22:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 00:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 00:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 00:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 00:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 00:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 00:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 02:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 02:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 02:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 02:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 02:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 02:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 04:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 04:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 04:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 04:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 04:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 04:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 06:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 06:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 06:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 06:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 06:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 06:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 08:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 08:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 08:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 08:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 08:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 08:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 10:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 10:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 10:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 10:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 10:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 10:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 12:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 12:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 12:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 12:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 12:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 12:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 14:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 14:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 14:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 14:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 14:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 14:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 16:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 16:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 16:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 16:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 16:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 16:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 18:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 18:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
2026-06-05 18:00:00,long,DEXEUSDT,71.63,LONG_REVERSAL,0
2026-06-05 18:00:00,short,AIAUSDT,71.67,SHORT_CONTINUATION,0
2026-06-05 18:00:00,short,LABUSDT,81.04,SHORT_CONTINUATION,0
2026-06-05 18:00:00,short,SKYAIUSDT,81.6,SHORT_BREAKDOWN,0
2026-06-05 20:00:00,long,HUSDT,75.41,LONG_BREAKOUT,0
2026-06-05 20:00:00,long,LABUSDT,74.85,SHORT_CONTINUATION,0
