formula_id,formula_expr,kind,pass_bonus,source,linear_terms
SF_LIN2_1h_current_compression_range_expansion_2.0_1.0,linear(1h_current_compression*2.0+range_expansion*1.0),linear,50.0,linear_pair,"[('1h_current_compression', 2.0), ('range_expansion', 1.0)]"
SF_LIN2_1h_current_compression_range_expansion_2.0_1.5,linear(1h_current_compression*2.0+range_expansion*1.5),linear,50.0,linear_pair,"[('1h_current_compression', 2.0), ('range_expansion', 1.5)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_1.0_0.5,linear(1h_current_volume_ratio*1.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_1.0_1.0,linear(1h_current_volume_ratio*1.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_1.0_1.5,linear(1h_current_volume_ratio*1.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_2.0_0.5,linear(1h_current_volume_ratio*2.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_2.0_1.0,linear(1h_current_volume_ratio*2.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_15m_current_return_pct_2.0_1.5,linear(1h_current_volume_ratio*2.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_1.0_0.5,linear(1h_current_volume_ratio*1.0+1h_previous_range_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('1h_previous_range_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_1.0_1.0,linear(1h_current_volume_ratio*1.0+1h_previous_range_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('1h_previous_range_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_1.0_1.5,linear(1h_current_volume_ratio*1.0+1h_previous_range_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('1h_previous_range_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_2.0_0.5,linear(1h_current_volume_ratio*2.0+1h_previous_range_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('1h_previous_range_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_2.0_1.0,linear(1h_current_volume_ratio*2.0+1h_previous_range_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('1h_previous_range_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_1h_previous_range_pct_2.0_1.5,linear(1h_current_volume_ratio*2.0+1h_previous_range_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('1h_previous_range_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_1.0_0.5,linear(1h_current_volume_ratio*1.0+2h_current_compression*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_compression', 0.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_1.0_1.0,linear(1h_current_volume_ratio*1.0+2h_current_compression*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_compression', 1.0)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_1.0_1.5,linear(1h_current_volume_ratio*1.0+2h_current_compression*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_compression', 1.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_2.0_0.5,linear(1h_current_volume_ratio*2.0+2h_current_compression*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_compression', 0.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_2.0_1.0,linear(1h_current_volume_ratio*2.0+2h_current_compression*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_compression', 1.0)]"
SF_LIN2_1h_current_volume_ratio_2h_current_compression_2.0_1.5,linear(1h_current_volume_ratio*2.0+2h_current_compression*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_compression', 1.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_1.0_0.5,linear(1h_current_volume_ratio*1.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_1.0_1.0,linear(1h_current_volume_ratio*1.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_1.0_1.5,linear(1h_current_volume_ratio*1.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_2.0_0.5,linear(1h_current_volume_ratio*2.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_2.0_1.0,linear(1h_current_volume_ratio*2.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_2h_current_range_pct_2.0_1.5,linear(1h_current_volume_ratio*2.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_1.0_0.5,linear(1h_current_volume_ratio*1.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_1.0_1.0,linear(1h_current_volume_ratio*1.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('30m_current_body_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_1.0_1.5,linear(1h_current_volume_ratio*1.0+30m_current_body_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('30m_current_body_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_2.0_0.5,linear(1h_current_volume_ratio*2.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_2.0_1.0,linear(1h_current_volume_ratio*2.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('30m_current_body_pct', 1.0)]"
SF_LIN2_1h_current_volume_ratio_30m_current_body_pct_2.0_1.5,linear(1h_current_volume_ratio*2.0+30m_current_body_pct*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('30m_current_body_pct', 1.5)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_1.0_0.5,linear(1h_current_volume_ratio*1.0+5m_range_energy*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_range_energy', 0.5)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_1.0_1.0,linear(1h_current_volume_ratio*1.0+5m_range_energy*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_range_energy', 1.0)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_1.0_1.5,linear(1h_current_volume_ratio*1.0+5m_range_energy*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_range_energy', 1.5)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_2.0_0.5,linear(1h_current_volume_ratio*2.0+5m_range_energy*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_range_energy', 0.5)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_2.0_1.0,linear(1h_current_volume_ratio*2.0+5m_range_energy*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_range_energy', 1.0)]"
SF_LIN2_1h_current_volume_ratio_5m_range_energy_2.0_1.5,linear(1h_current_volume_ratio*2.0+5m_range_energy*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_range_energy', 1.5)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_1.0_0.5,linear(1h_current_volume_ratio*1.0+5m_seq_high_break_6*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_seq_high_break_6', 0.5)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_1.0_1.0,linear(1h_current_volume_ratio*1.0+5m_seq_high_break_6*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_seq_high_break_6', 1.0)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_1.0_1.5,linear(1h_current_volume_ratio*1.0+5m_seq_high_break_6*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 1.0), ('5m_seq_high_break_6', 1.5)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_2.0_0.5,linear(1h_current_volume_ratio*2.0+5m_seq_high_break_6*0.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_seq_high_break_6', 0.5)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_2.0_1.0,linear(1h_current_volume_ratio*2.0+5m_seq_high_break_6*1.0),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_seq_high_break_6', 1.0)]"
SF_LIN2_1h_current_volume_ratio_5m_seq_high_break_6_2.0_1.5,linear(1h_current_volume_ratio*2.0+5m_seq_high_break_6*1.5),linear,50.0,linear_pair,"[('1h_current_volume_ratio', 2.0), ('5m_seq_high_break_6', 1.5)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_1.0_0.5,linear(1h_previous_range_pct*1.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_1.0_1.0,linear(1h_previous_range_pct*1.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_1.0_1.5,linear(1h_previous_range_pct*1.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_2.0_0.5,linear(1h_previous_range_pct*2.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_2.0_1.0,linear(1h_previous_range_pct*2.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_15m_current_return_pct_2.0_1.5,linear(1h_previous_range_pct*2.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_1.0_0.5,linear(1h_previous_range_pct*1.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_1.0_1.0,linear(1h_previous_range_pct*1.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_1.0_1.5,linear(1h_previous_range_pct*1.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_2.0_0.5,linear(1h_previous_range_pct*2.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_2.0_1.0,linear(1h_previous_range_pct*2.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_2h_current_range_pct_2.0_1.5,linear(1h_previous_range_pct*2.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_1.0_0.5,linear(1h_previous_range_pct*1.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_1.0_1.0,linear(1h_previous_range_pct*1.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('30m_current_body_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_1.0_1.5,linear(1h_previous_range_pct*1.0+30m_current_body_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('30m_current_body_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_2.0_0.5,linear(1h_previous_range_pct*2.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_2.0_1.0,linear(1h_previous_range_pct*2.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('30m_current_body_pct', 1.0)]"
SF_LIN2_1h_previous_range_pct_30m_current_body_pct_2.0_1.5,linear(1h_previous_range_pct*2.0+30m_current_body_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('30m_current_body_pct', 1.5)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_1.0_0.5,linear(1h_previous_range_pct*1.0+5m_range_energy*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_range_energy', 0.5)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_1.0_1.0,linear(1h_previous_range_pct*1.0+5m_range_energy*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_range_energy', 1.0)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_1.0_1.5,linear(1h_previous_range_pct*1.0+5m_range_energy*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_range_energy', 1.5)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_2.0_0.5,linear(1h_previous_range_pct*2.0+5m_range_energy*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_range_energy', 0.5)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_2.0_1.0,linear(1h_previous_range_pct*2.0+5m_range_energy*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_range_energy', 1.0)]"
SF_LIN2_1h_previous_range_pct_5m_range_energy_2.0_1.5,linear(1h_previous_range_pct*2.0+5m_range_energy*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_range_energy', 1.5)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_1.0_0.5,linear(1h_previous_range_pct*1.0+5m_seq_high_break_6*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_seq_high_break_6', 0.5)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_1.0_1.0,linear(1h_previous_range_pct*1.0+5m_seq_high_break_6*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_seq_high_break_6', 1.0)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_1.0_1.5,linear(1h_previous_range_pct*1.0+5m_seq_high_break_6*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 1.0), ('5m_seq_high_break_6', 1.5)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_2.0_0.5,linear(1h_previous_range_pct*2.0+5m_seq_high_break_6*0.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_seq_high_break_6', 0.5)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_2.0_1.0,linear(1h_previous_range_pct*2.0+5m_seq_high_break_6*1.0),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_seq_high_break_6', 1.0)]"
SF_LIN2_1h_previous_range_pct_5m_seq_high_break_6_2.0_1.5,linear(1h_previous_range_pct*2.0+5m_seq_high_break_6*1.5),linear,50.0,linear_pair,"[('1h_previous_range_pct', 2.0), ('5m_seq_high_break_6', 1.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_1.0_0.5,linear(1h_previous_return_pct*1.0+15m_current_compression*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_compression', 0.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_1.0_1.0,linear(1h_previous_return_pct*1.0+15m_current_compression*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_compression', 1.0)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_1.0_1.5,linear(1h_previous_return_pct*1.0+15m_current_compression*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_compression', 1.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_2.0_0.5,linear(1h_previous_return_pct*2.0+15m_current_compression*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_compression', 0.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_2.0_1.0,linear(1h_previous_return_pct*2.0+15m_current_compression*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_compression', 1.0)]"
SF_LIN2_1h_previous_return_pct_15m_current_compression_2.0_1.5,linear(1h_previous_return_pct*2.0+15m_current_compression*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_compression', 1.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_1.0_0.5,linear(1h_previous_return_pct*1.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_1.0_1.0,linear(1h_previous_return_pct*1.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_1.0_1.5,linear(1h_previous_return_pct*1.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_2.0_0.5,linear(1h_previous_return_pct*2.0+15m_current_return_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_return_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_2.0_1.0,linear(1h_previous_return_pct*2.0+15m_current_return_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_return_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_15m_current_return_pct_2.0_1.5,linear(1h_previous_return_pct*2.0+15m_current_return_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('15m_current_return_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_1.0_0.5,linear(1h_previous_return_pct*1.0+1h_current_volume_ratio*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_current_volume_ratio', 0.5)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_1.0_1.0,linear(1h_previous_return_pct*1.0+1h_current_volume_ratio*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_current_volume_ratio', 1.0)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_1.0_1.5,linear(1h_previous_return_pct*1.0+1h_current_volume_ratio*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_current_volume_ratio', 1.5)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_2.0_0.5,linear(1h_previous_return_pct*2.0+1h_current_volume_ratio*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_current_volume_ratio', 0.5)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_2.0_1.0,linear(1h_previous_return_pct*2.0+1h_current_volume_ratio*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_current_volume_ratio', 1.0)]"
SF_LIN2_1h_previous_return_pct_1h_current_volume_ratio_2.0_1.5,linear(1h_previous_return_pct*2.0+1h_current_volume_ratio*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_current_volume_ratio', 1.5)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_1.0_0.5,linear(1h_previous_return_pct*1.0+1h_previous_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_previous_range_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_1.0_1.0,linear(1h_previous_return_pct*1.0+1h_previous_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_previous_range_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_1.0_1.5,linear(1h_previous_return_pct*1.0+1h_previous_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('1h_previous_range_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_2.0_0.5,linear(1h_previous_return_pct*2.0+1h_previous_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_previous_range_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_2.0_1.0,linear(1h_previous_return_pct*2.0+1h_previous_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_previous_range_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_1h_previous_range_pct_2.0_1.5,linear(1h_previous_return_pct*2.0+1h_previous_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('1h_previous_range_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_1.0_0.5,linear(1h_previous_return_pct*1.0+2h_current_compression*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_compression', 0.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_1.0_1.0,linear(1h_previous_return_pct*1.0+2h_current_compression*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_compression', 1.0)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_1.0_1.5,linear(1h_previous_return_pct*1.0+2h_current_compression*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_compression', 1.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_2.0_0.5,linear(1h_previous_return_pct*2.0+2h_current_compression*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_compression', 0.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_2.0_1.0,linear(1h_previous_return_pct*2.0+2h_current_compression*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_compression', 1.0)]"
SF_LIN2_1h_previous_return_pct_2h_current_compression_2.0_1.5,linear(1h_previous_return_pct*2.0+2h_current_compression*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_compression', 1.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_1.0_0.5,linear(1h_previous_return_pct*1.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_1.0_1.0,linear(1h_previous_return_pct*1.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_1.0_1.5,linear(1h_previous_return_pct*1.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_2.0_0.5,linear(1h_previous_return_pct*2.0+2h_current_range_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_range_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_2.0_1.0,linear(1h_previous_return_pct*2.0+2h_current_range_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_range_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_2h_current_range_pct_2.0_1.5,linear(1h_previous_return_pct*2.0+2h_current_range_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('2h_current_range_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_30m_current_body_pct_1.0_0.5,linear(1h_previous_return_pct*1.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_30m_current_body_pct_1.0_1.0,linear(1h_previous_return_pct*1.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('30m_current_body_pct', 1.0)]"
SF_LIN2_1h_previous_return_pct_30m_current_body_pct_1.0_1.5,linear(1h_previous_return_pct*1.0+30m_current_body_pct*1.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 1.0), ('30m_current_body_pct', 1.5)]"
SF_LIN2_1h_previous_return_pct_30m_current_body_pct_2.0_0.5,linear(1h_previous_return_pct*2.0+30m_current_body_pct*0.5),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('30m_current_body_pct', 0.5)]"
SF_LIN2_1h_previous_return_pct_30m_current_body_pct_2.0_1.0,linear(1h_previous_return_pct*2.0+30m_current_body_pct*1.0),linear,50.0,linear_pair,"[('1h_previous_return_pct', 2.0), ('30m_current_body_pct', 1.0)]"
